Major Text,Minor Text,Type,Financial Year,BCU Name,OCU Name,Sum Value
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,1
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,2
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,4
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Merton,1
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Merton,1
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Merton,2
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Merton,3
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Merton,2
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Merton,1
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Merton,1
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,1
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,1
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,2
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,2
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,3
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,5
Special,Knife Crime With Injury,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,1
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,2
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,1
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,1
Special,Knife Crime with Injury Pers Robb,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,2
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,1
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,3
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,3
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,6
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,2
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,2
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,3
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,1
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,3
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,1
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,2
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,6
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,3
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,5
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,2
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,6
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,2
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,1
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,6
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,1
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,5
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,1
Special,Robbery Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,6
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,20
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,22
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,15
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,19
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,15
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,13
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,20
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,16
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,16
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,23
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,15
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,30
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,79
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,54
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,27
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,44
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,35
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,26
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,29
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,39
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,38
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,42
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,37
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,60
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Merton,38
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Merton,29
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Merton,40
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Merton,44
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Merton,31
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Merton,22
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Merton,33
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Merton,36
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Merton,36
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Merton,47
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Merton,40
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Merton,48
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,40
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,39
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,52
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,60
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,58
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,41
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,50
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,57
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,29
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,99
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,96
Special,TNO State Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,124
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,47
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,31
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,32
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,36
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,49
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,39
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,60
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,52
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,40
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,66
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,35
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,77
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,52
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,70
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,50
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,51
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,50
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,46
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,46
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,85
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,42
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,85
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,63
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,75
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Merton,101
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Merton,79
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Merton,60
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Merton,89
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Merton,49
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Merton,70
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Merton,86
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Merton,79
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Merton,66
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Merton,86
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Merton,54
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Merton,92
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,96
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,78
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,147
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,115
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,114
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,109
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,118
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,89
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,42
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,100
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,104
Special,TNO Victim Based,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,124
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Richmond upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Kingston upon Thames,1
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Merton,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Theft Person Mobile Phone,Sanction Detections,fy19-20,South West Command Unit,Wandsworth,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Heathrow Airport,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Heathrow Airport,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Heathrow Airport,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Heathrow Airport,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Heathrow Airport,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Heathrow Airport,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Heathrow Airport,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Heathrow Airport,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Heathrow Airport,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Heathrow Airport,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Heathrow Airport,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Heathrow Airport,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Hounslow,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Hounslow,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Hounslow,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Hounslow,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Hounslow,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Hounslow,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Hounslow,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Hounslow,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Hounslow,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Hounslow,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Hounslow,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Hounslow,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Ealing,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Ealing,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Ealing,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Ealing,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Ealing,0
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Ealing,1
Special,Artifice Burglary,Sanction Detections,fy19-20,West Area Command Unit,Ealing,1
