Major Text,Minor Text,Type,Financial Year,BCU Name,OCU Name,Sum Value
Special,Artifice Burglary,Offences,fy20-21,Central East Command Unit,Hackney,1
Special,Artifice Burglary,Offences,fy20-21,Central East Command Unit,Hackney,2
Special,Artifice Burglary,Offences,fy20-21,Central East Command Unit,Tower Hamlets,2
Special,Artifice Burglary,Offences,fy20-21,Central East Command Unit,Tower Hamlets,6
Special,Dog Attack,Offences,fy20-21,Central East Command Unit,Hackney,8
Special,Dog Attack,Offences,fy20-21,Central East Command Unit,Hackney,6
Special,Dog Attack,Offences,fy20-21,Central East Command Unit,Tower Hamlets,4
Special,Dog Attack,Offences,fy20-21,Central East Command Unit,Tower Hamlets,5
Special,Gun Crime,Offences,fy20-21,Central East Command Unit,Hackney,15
Special,Gun Crime,Offences,fy20-21,Central East Command Unit,Hackney,5
Special,Gun Crime,Offences,fy20-21,Central East Command Unit,Tower Hamlets,4
Special,Gun Crime,Offences,fy20-21,Central East Command Unit,Tower Hamlets,5
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central East Command Unit,Hackney,7
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central East Command Unit,Hackney,0
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central East Command Unit,Tower Hamlets,0
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central East Command Unit,Tower Hamlets,1
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central East Command Unit,Hackney,3
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central East Command Unit,Hackney,0
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central East Command Unit,Tower Hamlets,0
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central East Command Unit,Tower Hamlets,0
Special,Homicide,Offences,fy20-21,Central East Command Unit,Hackney,0
Special,Homicide,Offences,fy20-21,Central East Command Unit,Hackney,0
Special,Homicide,Offences,fy20-21,Central East Command Unit,Tower Hamlets,1
Special,Homicide,Offences,fy20-21,Central East Command Unit,Tower Hamlets,0
Special,Knife Crime,Offences,fy20-21,Central East Command Unit,Hackney,45
Special,Knife Crime,Offences,fy20-21,Central East Command Unit,Hackney,47
Special,Knife Crime,Offences,fy20-21,Central East Command Unit,Tower Hamlets,45
Special,Knife Crime,Offences,fy20-21,Central East Command Unit,Tower Hamlets,47
Special,Knife Crime With Injury,Offences,fy20-21,Central East Command Unit,Hackney,10
Special,Knife Crime With Injury,Offences,fy20-21,Central East Command Unit,Hackney,16
Special,Knife Crime With Injury,Offences,fy20-21,Central East Command Unit,Tower Hamlets,14
Special,Knife Crime With Injury,Offences,fy20-21,Central East Command Unit,Tower Hamlets,15
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central East Command Unit,Hackney,3
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central East Command Unit,Hackney,2
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central East Command Unit,Tower Hamlets,2
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central East Command Unit,Tower Hamlets,2
Special,Robbery Mobile Phone,Offences,fy20-21,Central East Command Unit,Hackney,42
Special,Robbery Mobile Phone,Offences,fy20-21,Central East Command Unit,Hackney,70
Special,Robbery Mobile Phone,Offences,fy20-21,Central East Command Unit,Tower Hamlets,17
Special,Robbery Mobile Phone,Offences,fy20-21,Central East Command Unit,Tower Hamlets,24
Special,TNO State Based,Offences,fy20-21,Central East Command Unit,Hackney,185
Special,TNO State Based,Offences,fy20-21,Central East Command Unit,Hackney,203
Special,TNO State Based,Offences,fy20-21,Central East Command Unit,Tower Hamlets,284
Special,TNO State Based,Offences,fy20-21,Central East Command Unit,Tower Hamlets,375
Special,TNO Victim Based,Offences,fy20-21,Central East Command Unit,Hackney,2758
Special,TNO Victim Based,Offences,fy20-21,Central East Command Unit,Hackney,2927
Special,TNO Victim Based,Offences,fy20-21,Central East Command Unit,Tower Hamlets,2561
Special,TNO Victim Based,Offences,fy20-21,Central East Command Unit,Tower Hamlets,2642
Special,Theft Person Mobile Phone,Offences,fy20-21,Central East Command Unit,Hackney,168
Special,Theft Person Mobile Phone,Offences,fy20-21,Central East Command Unit,Hackney,213
Special,Theft Person Mobile Phone,Offences,fy20-21,Central East Command Unit,Tower Hamlets,47
Special,Theft Person Mobile Phone,Offences,fy20-21,Central East Command Unit,Tower Hamlets,68
Special,Artifice Burglary,Offences,fy20-21,Central North Command Unit,Camden,0
Special,Artifice Burglary,Offences,fy20-21,Central North Command Unit,Camden,1
Special,Artifice Burglary,Offences,fy20-21,Central North Command Unit,Islington,3
Special,Artifice Burglary,Offences,fy20-21,Central North Command Unit,Islington,0
Special,Dog Attack,Offences,fy20-21,Central North Command Unit,Camden,11
Special,Dog Attack,Offences,fy20-21,Central North Command Unit,Camden,4
Special,Dog Attack,Offences,fy20-21,Central North Command Unit,Islington,3
Special,Dog Attack,Offences,fy20-21,Central North Command Unit,Islington,7
Special,Gun Crime,Offences,fy20-21,Central North Command Unit,Camden,0
Special,Gun Crime,Offences,fy20-21,Central North Command Unit,Camden,1
Special,Gun Crime,Offences,fy20-21,Central North Command Unit,Islington,6
Special,Gun Crime,Offences,fy20-21,Central North Command Unit,Islington,1
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central North Command Unit,Camden,0
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central North Command Unit,Camden,0
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central North Command Unit,Islington,0
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central North Command Unit,Islington,0
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central North Command Unit,Camden,0
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central North Command Unit,Camden,0
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central North Command Unit,Islington,1
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central North Command Unit,Islington,0
Special,Homicide,Offences,fy20-21,Central North Command Unit,Camden,0
Special,Homicide,Offences,fy20-21,Central North Command Unit,Camden,0
Special,Homicide,Offences,fy20-21,Central North Command Unit,Islington,0
Special,Homicide,Offences,fy20-21,Central North Command Unit,Islington,1
Special,Knife Crime,Offences,fy20-21,Central North Command Unit,Camden,33
Special,Knife Crime,Offences,fy20-21,Central North Command Unit,Camden,25
Special,Knife Crime,Offences,fy20-21,Central North Command Unit,Islington,45
Special,Knife Crime,Offences,fy20-21,Central North Command Unit,Islington,50
Special,Knife Crime With Injury,Offences,fy20-21,Central North Command Unit,Camden,14
Special,Knife Crime With Injury,Offences,fy20-21,Central North Command Unit,Camden,4
Special,Knife Crime With Injury,Offences,fy20-21,Central North Command Unit,Islington,15
Special,Knife Crime With Injury,Offences,fy20-21,Central North Command Unit,Islington,8
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central North Command Unit,Camden,0
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central North Command Unit,Camden,1
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central North Command Unit,Islington,0
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central North Command Unit,Islington,0
Special,Robbery Mobile Phone,Offences,fy20-21,Central North Command Unit,Camden,26
Special,Robbery Mobile Phone,Offences,fy20-21,Central North Command Unit,Camden,48
Special,Robbery Mobile Phone,Offences,fy20-21,Central North Command Unit,Islington,49
Special,Robbery Mobile Phone,Offences,fy20-21,Central North Command Unit,Islington,60
Special,TNO State Based,Offences,fy20-21,Central North Command Unit,Camden,248
Special,TNO State Based,Offences,fy20-21,Central North Command Unit,Camden,181
Special,TNO State Based,Offences,fy20-21,Central North Command Unit,Islington,151
Special,TNO State Based,Offences,fy20-21,Central North Command Unit,Islington,139
Special,TNO Victim Based,Offences,fy20-21,Central North Command Unit,Camden,2330
Special,TNO Victim Based,Offences,fy20-21,Central North Command Unit,Camden,2401
Special,TNO Victim Based,Offences,fy20-21,Central North Command Unit,Islington,2209
Special,TNO Victim Based,Offences,fy20-21,Central North Command Unit,Islington,2184
Special,Theft Person Mobile Phone,Offences,fy20-21,Central North Command Unit,Camden,183
Special,Theft Person Mobile Phone,Offences,fy20-21,Central North Command Unit,Camden,206
Special,Theft Person Mobile Phone,Offences,fy20-21,Central North Command Unit,Islington,132
Special,Theft Person Mobile Phone,Offences,fy20-21,Central North Command Unit,Islington,171
Special,Artifice Burglary,Offences,fy20-21,Central South Command Unit,Lambeth,3
Special,Artifice Burglary,Offences,fy20-21,Central South Command Unit,Lambeth,0
Special,Artifice Burglary,Offences,fy20-21,Central South Command Unit,Southwark,3
Special,Artifice Burglary,Offences,fy20-21,Central South Command Unit,Southwark,1
Special,Dog Attack,Offences,fy20-21,Central South Command Unit,Lambeth,8
Special,Dog Attack,Offences,fy20-21,Central South Command Unit,Lambeth,10
Special,Dog Attack,Offences,fy20-21,Central South Command Unit,Southwark,11
Special,Dog Attack,Offences,fy20-21,Central South Command Unit,Southwark,10
Special,Gun Crime,Offences,fy20-21,Central South Command Unit,Lambeth,12
Special,Gun Crime,Offences,fy20-21,Central South Command Unit,Lambeth,18
Special,Gun Crime,Offences,fy20-21,Central South Command Unit,Southwark,9
Special,Gun Crime,Offences,fy20-21,Central South Command Unit,Southwark,6
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central South Command Unit,Lambeth,6
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central South Command Unit,Lambeth,8
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central South Command Unit,Southwark,4
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central South Command Unit,Southwark,2
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central South Command Unit,Lambeth,2
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central South Command Unit,Lambeth,1
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central South Command Unit,Southwark,1
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central South Command Unit,Southwark,2
Special,Homicide,Offences,fy20-21,Central South Command Unit,Lambeth,1
Special,Homicide,Offences,fy20-21,Central South Command Unit,Lambeth,1
Special,Homicide,Offences,fy20-21,Central South Command Unit,Southwark,0
Special,Homicide,Offences,fy20-21,Central South Command Unit,Southwark,0
Special,Knife Crime,Offences,fy20-21,Central South Command Unit,Lambeth,65
Special,Knife Crime,Offences,fy20-21,Central South Command Unit,Lambeth,37
Special,Knife Crime,Offences,fy20-21,Central South Command Unit,Southwark,67
Special,Knife Crime,Offences,fy20-21,Central South Command Unit,Southwark,59
Special,Knife Crime With Injury,Offences,fy20-21,Central South Command Unit,Lambeth,22
Special,Knife Crime With Injury,Offences,fy20-21,Central South Command Unit,Lambeth,16
Special,Knife Crime With Injury,Offences,fy20-21,Central South Command Unit,Southwark,19
Special,Knife Crime With Injury,Offences,fy20-21,Central South Command Unit,Southwark,13
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central South Command Unit,Lambeth,4
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central South Command Unit,Lambeth,1
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central South Command Unit,Southwark,1
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central South Command Unit,Southwark,2
Special,Robbery Mobile Phone,Offences,fy20-21,Central South Command Unit,Lambeth,43
Special,Robbery Mobile Phone,Offences,fy20-21,Central South Command Unit,Lambeth,36
Special,Robbery Mobile Phone,Offences,fy20-21,Central South Command Unit,Southwark,88
Special,Robbery Mobile Phone,Offences,fy20-21,Central South Command Unit,Southwark,49
Special,TNO State Based,Offences,fy20-21,Central South Command Unit,Lambeth,276
Special,TNO State Based,Offences,fy20-21,Central South Command Unit,Lambeth,272
Special,TNO State Based,Offences,fy20-21,Central South Command Unit,Southwark,269
Special,TNO State Based,Offences,fy20-21,Central South Command Unit,Southwark,266
Special,TNO Victim Based,Offences,fy20-21,Central South Command Unit,Lambeth,2643
Special,TNO Victim Based,Offences,fy20-21,Central South Command Unit,Lambeth,2569
Special,TNO Victim Based,Offences,fy20-21,Central South Command Unit,Southwark,2853
Special,TNO Victim Based,Offences,fy20-21,Central South Command Unit,Southwark,2696
Special,Theft Person Mobile Phone,Offences,fy20-21,Central South Command Unit,Lambeth,38
Special,Theft Person Mobile Phone,Offences,fy20-21,Central South Command Unit,Lambeth,74
Special,Theft Person Mobile Phone,Offences,fy20-21,Central South Command Unit,Southwark,153
Special,Theft Person Mobile Phone,Offences,fy20-21,Central South Command Unit,Southwark,146
Special,Artifice Burglary,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,1
Special,Artifice Burglary,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,1
Special,Artifice Burglary,Offences,fy20-21,Central West Command Unit,Westminster,2
Special,Artifice Burglary,Offences,fy20-21,Central West Command Unit,Westminster,1
Special,Artifice Burglary,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,1
Special,Artifice Burglary,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,1
Special,Dog Attack,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,3
Special,Dog Attack,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,4
Special,Dog Attack,Offences,fy20-21,Central West Command Unit,Westminster,7
Special,Dog Attack,Offences,fy20-21,Central West Command Unit,Westminster,2
Special,Dog Attack,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,5
Special,Dog Attack,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,3
Special,Gun Crime,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,0
Special,Gun Crime,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,4
Special,Gun Crime,Offences,fy20-21,Central West Command Unit,Westminster,9
Special,Gun Crime,Offences,fy20-21,Central West Command Unit,Westminster,4
Special,Gun Crime,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,3
Special,Gun Crime,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,5
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,0
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,0
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central West Command Unit,Westminster,4
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central West Command Unit,Westminster,2
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,0
Special,Gun Crime Lethal Barrelled Discharged,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,0
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,0
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,3
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central West Command Unit,Westminster,2
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central West Command Unit,Westminster,1
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,1
Special,Gun Crime Personal Robbery,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,3
Special,Homicide,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,0
Special,Homicide,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,0
Special,Homicide,Offences,fy20-21,Central West Command Unit,Westminster,1
Special,Homicide,Offences,fy20-21,Central West Command Unit,Westminster,0
Special,Homicide,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,0
Special,Homicide,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,0
Special,Knife Crime,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,25
Special,Knife Crime,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,37
Special,Knife Crime,Offences,fy20-21,Central West Command Unit,Westminster,72
Special,Knife Crime,Offences,fy20-21,Central West Command Unit,Westminster,43
Special,Knife Crime,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,25
Special,Knife Crime,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,28
Special,Knife Crime With Injury,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,10
Special,Knife Crime With Injury,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,4
Special,Knife Crime With Injury,Offences,fy20-21,Central West Command Unit,Westminster,14
Special,Knife Crime With Injury,Offences,fy20-21,Central West Command Unit,Westminster,4
Special,Knife Crime With Injury,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,11
Special,Knife Crime With Injury,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,6
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,2
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,1
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central West Command Unit,Westminster,1
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central West Command Unit,Westminster,0
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,2
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,Central West Command Unit,Hammersmith and Fulham,1
Special,Robbery Mobile Phone,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,10
Special,Robbery Mobile Phone,Offences,fy20-21,Central West Command Unit,Kensington and Chelsea,16
Special,Robbery Mobile Phone,Offences,fy20-21,Central West Command Unit,Westminster,75
Special,Robbery Mobile Phone,Offences,fy20-21,Central West Command Unit,Westminster,68
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Lewisham,338
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Lewisham,305
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Lewisham,351
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Lewisham,316
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Lewisham,388
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Lewisham,342
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Lewisham,368
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Lewisham,308
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Lewisham,308
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Lewisham,282
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Lewisham,317
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Greenwich,304
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Greenwich,273
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Greenwich,325
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Greenwich,332
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Greenwich,338
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Greenwich,365
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Greenwich,342
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Greenwich,312
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Greenwich,335
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Greenwich,298
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Greenwich,300
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Greenwich,302
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Bexley,230
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Bexley,218
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Bexley,234
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Bexley,219
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Bexley,249
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Bexley,233
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Bexley,219
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Bexley,188
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Bexley,222
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Bexley,214
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Bexley,192
Hate,Domestic Abuse,Offences,fy19-20,South East Command Unit,Bexley,219
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Lewisham,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Lewisham,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Lewisham,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Lewisham,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Lewisham,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Lewisham,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Lewisham,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Lewisham,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Lewisham,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Lewisham,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Lewisham,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Lewisham,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Greenwich,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Greenwich,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Greenwich,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Greenwich,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Greenwich,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Greenwich,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Greenwich,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Greenwich,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Greenwich,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Greenwich,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Greenwich,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Greenwich,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Bexley,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Bexley,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Bexley,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Bexley,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Bexley,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Bexley,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Bexley,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Bexley,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Bexley,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Bexley,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Bexley,0
Hate,Domestic Abuse Homicide,Offences,fy19-20,South East Command Unit,Bexley,0
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Lewisham,78
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Lewisham,89
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Lewisham,99
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Lewisham,84
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Lewisham,89
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Lewisham,91
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Lewisham,85
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Lewisham,100
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Lewisham,84
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Lewisham,80
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Lewisham,77
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Lewisham,87
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Greenwich,81
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Greenwich,73
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Greenwich,86
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Greenwich,90
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Greenwich,93
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Greenwich,82
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Greenwich,93
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Greenwich,82
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Greenwich,79
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Greenwich,69
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Greenwich,91
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Greenwich,77
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Bexley,54
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Bexley,64
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Bexley,63
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Bexley,51
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Bexley,55
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Bexley,41
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Bexley,56
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Bexley,54
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Bexley,63
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Bexley,41
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Bexley,43
Hate,Domestic Abuse VWI,Offences,fy19-20,South East Command Unit,Bexley,46
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Lewisham,3
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Lewisham,4
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Lewisham,0
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Lewisham,1
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Lewisham,1
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Lewisham,1
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Lewisham,4
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Lewisham,1
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Lewisham,6
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Lewisham,5
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Lewisham,4
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Lewisham,0
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Greenwich,1
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Greenwich,3
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Greenwich,1
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Greenwich,3
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Greenwich,6
Hate,Faith Hate Crime,Offences,fy19-20,South East Command Unit,Greenwich,3
